Source,Target,Type,id,label,timeset,DEPARTURES_PERFORMED,PAYLOAD,SEATS,weight,FREIGHT,DISTANCE,AIR_TIME
10721,11618,Directed,10721_11618,,,5776,215634109,688741,501423,18359691,35800,303076
11697,12451,Directed,11697_12451,,,1147,38110446,159321,100176,396442,10208,59662
14783,13930,Directed,14783_13930,,,2414,26905896,118090,86508,3388,21900,162853
10868,11111,Directed,10868_11111,,,1,51560,180,158,0,704,102
11764,10613,Directed,11764_10613,,,1,6000,9,8,0,101,30
13307,15070,Directed,13307_15070,,,1,51760,180,157,0,597,80
12451,11049,Directed,12451_11049,,,1,10000,50,50,0,874,129
11298,13244,Directed,11298_13244,,,2954,201477546,225349,141310,86629708,48816,187421
13296,10135,Directed,13296_10135,,,1,12240,50,26,0,260,63
13862,10620,Directed,13862_10620,,,509,1933880,9231,4088,0,2743,27484
13485,10408,Directed,13485_10408,,,192,19928263,50,48,7277895,1479,4132
14869,13198,Directed,14869_13198,,,1007,20648114,79231,67628,7688,45080,119072
15293,10245,Directed,15293_10245,,,13,109000,90,8,19049,685,666
15249,13303,Directed,15249_13303,,,1115,13719460,55734,39806,4044,10050,69714
11227,13579,Directed,11227_13579,,,2,5600,17,11,0,140,60
14252,11109,Directed,14252_11109,,,1,17575,66,56,0,896,132
15502,13232,Directed,15502_13232,,,13,371839,1287,1235,0,5610,1025
10279,13502,Directed,10279_13502,,,1,10000,50,26,0,411,65
14747,14108,Directed,14747_14108,,,1,40400,150,146,0,1676,216
13851,11423,Directed,13851_11423,,,1,42500,173,165,0,474,70
10185,11973,Directed,10185_11973,,,1,10090,44,36,0,216,46
14307,10257,Directed,14307_10257,,,6,366856,50,45,80199,564,218
14747,13198,Directed,14747_13198,,,580,23236059,90932,79770,220889,71472,102873
10397,14109,Directed,10397_14109,,,581,3586365,20016,6028,0,3876,50174
10747,12266,Directed,10747_12266,,,1459,15388500,70931,54076,0,10164,77279
11481,11697,Directed,11481_11697,,,1,34600,143,36,286,453,62
10581,10408,Directed,10581_10408,,,1,3494,14,2,0,971,0
12779,15887,Directed,12779_15887,,,13,22200,87,52,1,511,457
11109,10136,Directed,11109_10136,,,2,77800,270,232,0,523,220
11617,12222,Directed,11617_12222,,,2,20378,24,12,0,966,168
11697,14108,Directed,11697_14108,,,1,34500,137,91,0,1145,203
14057,10194,Directed,14057_10194,,,1,39400,135,131,0,1599,234
14685,12266,Directed,14685_12266,,,429,4287400,21437,17564,0,11063,56881
14771,13495,Directed,14771_13495,,,343,10978203,48140,36772,67469,87906,75580
12815,15741,Directed,12815_15741,,,1154,1596206,6846,1699,25138,2214,30773
10140,13487,Directed,10140_13487,,,428,16298678,64707,51642,4829,31392,53884
11433,13871,Directed,11433_13871,,,1229,21080486,82928,65578,3241,42966,120846
11884,10298,Directed,11884_10298,,,1,82900,162,132,0,1907,210
11630,11859,Directed,11630_11859,,,30,218560,1025,759,226,4386,2146
15124,12615,Directed,15124_12615,,,4,9600,36,4,2602,820,299
13127,14869,Directed,13127_14869,,,655,8779500,32750,27427,0,5532,44402
16581,14013,Directed,16581_14013,,,3,10200,27,3,573,350,204
13930,14574,Directed,13930_14574,,,893,9655696,44666,32958,0,12744,69284
14572,14972,Directed,14572_14972,,,1,4600,15,5,0,62,41
15412,10529,Directed,15412_10529,,,1,11486,50,46,0,741,135
10990,14122,Directed,10990_14122,,,1,42500,172,124,0,188,45
13495,14893,Directed,13495_14893,,,1,20334,54,39,0,1878,254
11126,12553,Directed,11126_12553,,,538,968400,4842,2147,1801,230,6456
11193,11109,Directed,11193_11109,,,3,60480,265,213,65,3231,528
10551,15862,Directed,10551_15862,,,1969,3051750,12070,4343,90303,5376,45249
13495,11433,Directed,13495_11433,,,636,21369965,79841,61134,20812,54634,80625
10279,11638,Directed,10279_11638,,,1,40330,162,84,0,1013,139
11298,11042,Directed,11298_11042,,,1923,47049360,182567,134455,140754,34714,249617
13485,10721,Directed,13485_10721,,,2,25000,100,33,0,932,221
10643,13204,Directed,10643_13204,,,32,1020800,4330,3499,0,8010,3651
10466,11540,Directed,10466_11540,,,123,4305000,19188,7075,0,3900,5890
16512,12197,Directed,16512_12197,,,2,12000,18,2,0,124,48
11298,10397,Directed,11298_10397,,,8171,347598452,1150458,850533,40327483,95030,766139
10298,11884,Directed,10298_11884,,,1,82900,162,132,0,1907,261
13700,14679,Directed,13700_14679,,,1,35470,144,113,0,10,13
11292,12953,Directed,11292_12953,,,3659,149077060,591698,518384,277687,184680,707596
12321,12294,Directed,12321_12294,,,120,149155,679,165,782,1564,3352
10529,14843,Directed,10529_14843,,,370,13838000,55500,48247,53129,19992,76446
14275,15167,Directed,14275_15167,,,1,3274,9,1,0,499,174
14108,11697,Directed,14108_11697,,,1,34500,137,88,0,1145,145
13296,15016,Directed,13296_15016,,,1,34600,143,135,0,1031,141
10397,11150,Directed,10397_11150,,,1565,18673860,66316,41296,112340,2490,34616
10185,11150,Directed,10185_11150,,,39,1365000,6064,841,0,8190,2528
15304,14524,Directed,15304_14524,,,6,261055,639,569,36770,4338,758
10257,11618,Directed,10257_11618,,,1801,20842738,79912,56443,255992,11154,78162
11638,13424,Directed,11638_13424,,,1,7543,30,27,0,90,70
14122,11233,Directed,14122_11233,,,2,44030,210,200,0,2570,453
11721,13232,Directed,11721_13232,,,1,34600,143,89,0,221,48
