Source,Target,Type,id,label,timeset,DEPARTURES_PERFORMED,PAYLOAD,SEATS,weight,FREIGHT,DISTANCE,AIR_TIME
30113,32807,Directed,30113_32807,,,244,808880,1838,805,30292,5959,10301
31295,31650,Directed,31295_31650,,,3247,131933961,522029,404191,353064,73902,285592
31545,31619,Directed,31545_31619,,,2,2482,10,3,517,70,38
31136,31973,Directed,31136_31973,,,11,404221,1529,1331,0,4851,751
34275,33485,Directed,34275_33485,,,1,6400,30,23,0,302,78
33055,34477,Directed,33055_34477,,,122,394706,2035,300,451,195,1744
30590,30561,Directed,30590_30561,,,6,171618,594,431,0,1530,287
31136,30792,Directed,31136_30792,,,1,94232,242,141,9632,874,104
30781,32467,Directed,30781_32467,,,1,34923,152,141,0,737,94
34819,30194,Directed,34819_30194,,,655,33932600,120395,111471,199179,36805,187340
34761,34711,Directed,34761_34711,,,1,37400,150,143,0,854,115
31136,30189,Directed,31136_30189,,,1,34600,143,136,327,1425,211
32448,31123,Directed,32448_31123,,,4,113800,479,343,274,1776,443
30615,31719,Directed,30615_31719,,,1,39623,162,150,0,601,82
34614,34543,Directed,34614_34543,,,718,5415874,21540,11962,0,1944,27101
30194,30559,Directed,30194_30559,,,3877,195607573,561506,513054,18924838,161042,813964
32457,31719,Directed,32457_31719,,,1,30016,138,138,0,953,176
30540,30693,Directed,30540_30693,,,1,34723,68,45,0,932,150
30298,31205,Directed,30298_31205,,,1,82900,162,124,0,494,82
30977,33038,Directed,30977_33038,,,5,130000,450,106,21631,5942,922
34092,34653,Directed,34092_34653,,,1,42414,162,149,0,1037,152
31135,31871,Directed,31135_31871,,,1,32870,149,75,0,206,82
32945,33076,Directed,32945_33076,,,1,12350,50,32,0,532,92
35236,35170,Directed,35236_35170,,,28,29300,108,20,1136,140,1505
32600,31454,Directed,32600_31454,,,58,1990000,8234,4773,1577,4656,5745
34576,31057,Directed,34576_31057,,,407,14009325,47114,42973,23552,16617,38773
32815,31484,Directed,32815_31484,,,5,9250,30,9,453,235,123
33342,33184,Directed,33342_33184,,,1,2396,7,5,0,197,0
31637,30466,Directed,31637_30466,,,185,8053800,29570,27276,0,25620,30254
30581,32575,Directed,30581_32575,,,3,17428,51,25,0,8129,370
30852,31714,Directed,30852_31714,,,2213,61695617,263572,218223,18450,79656,301962
31481,31123,Directed,31481_31123,,,155,5130200,21619,17319,8545,6974,14066
31399,32211,Directed,31399_32211,,,409,1431500,7771,5095,0,880,13537
34812,30721,Directed,34812_30721,,,1,5300,7,1,0,1799,246
30397,31267,Directed,30397_31267,,,2764,84773639,379097,302808,215777,21168,177161
30070,31511,Directed,30070_31511,,,2,3600,18,1,0,182,179
32807,34816,Directed,32807_34816,,,6,8100,36,5,0,384,355
31295,30408,Directed,31295_30408,,,1294,16216870,64910,50849,265,4440,72568
30135,31986,Directed,30135_31986,,,1,11118,50,27,0,543,141
30325,34100,Directed,30325_34100,,,2471,97517375,381617,336756,487294,165148,452799
30255,30189,Directed,30255_30189,,,4,40000,200,116,0,3102,648
31445,30237,Directed,31445_30237,,,104,274399,977,203,12410,7458,9596
33192,30325,Directed,33192_30325,,,2693,81654584,332216,297855,278622,98172,315717
33158,30423,Directed,33158_30423,,,5,144040,575,447,221,1176,423
30241,30304,Directed,30241_30304,,,5,6750,30,11,0,146,181
30397,30731,Directed,30397_30731,,,1009,13625200,50553,32135,4805,3570,41268
30070,32721,Directed,30070_32721,,,862,1398884,4569,2329,195520,4104,28314
30107,33873,Directed,30107_33873,,,11,53880,235,151,0,2600,1218
31123,30590,Directed,31123_30590,,,8,228824,792,756,0,10856,1526
34254,31454,Directed,34254_31454,,,420,14095200,55800,49129,0,23580,67271
32709,35862,Directed,32709_35862,,,1,800,3,3,0,57,43
33495,31986,Directed,33495_31986,,,1,20640,76,76,0,927,183
31980,30194,Directed,31980_30194,,,654,6568140,28564,22465,1474,18513,55254
30581,31703,Directed,30581_31703,,,1126,19908431,75670,55267,69674,28849,80959
31136,32337,Directed,31136_32337,,,5,223800,781,522,0,3435,635
30272,30950,Directed,30272_30950,,,2,9000,38,17,0,304,82
33158,31140,Directed,33158_31140,,,1,10000,50,44,0,403,118
34534,34812,Directed,34534_34812,,,2,13000,60,38,0,278,86
30781,34711,Directed,30781_34711,,,1,38844,136,99,0,1030,134
30559,34489,Directed,30559_34489,,,1023,18188886,77656,61541,24274,3192,47006
31650,31003,Directed,31650_31003,,,1287,16436074,65697,49970,792,6820,48768
33851,30852,Directed,33851_30852,,,722,18650454,75036,61520,69469,60260,102666
